session_key,subject,condition,trial,window_index,time_minutes,theta_power,alpha_power,beta_power,gamma_power,theta_alpha,beta_alpha,alpha_beta,beta_theta,dominant_frequency,dominant_band
c_concentrating_2,c,concentrating,2,0,0.0,32.735600565976895,17.2251674506802,47.08621169087528,20.950947996955826,1.9004518045880714,2.733570621341966,0.36582190055476943,1.4383793447129671,1.5,other
c_concentrating_2,c,concentrating,2,1,0.041666666666666664,35.20477373163513,15.767730043759782,41.394127283665235,18.65249106218985,2.232710328876269,2.6252432765391824,0.38091707878527914,1.175810064828462,2.5,other
c_concentrating_2,c,concentrating,2,2,0.08333333333333333,247.23714141599672,124.34244678446204,256.93501890778805,75.66652015187701,1.9883567342418722,2.0663500321267194,0.4839451130991512,1.039225002506698,1.0,other
c_concentrating_2,c,concentrating,2,3,0.125,413.8880292670454,99.77771208971872,296.8242017588099,90.1024226346219,4.148101019743598,2.974854760068158,0.3361508647155227,0.7171606346877345,0.5,other
c_concentrating_2,c,concentrating,2,4,0.16666666666666666,42.873786192744674,19.259383264047116,42.99877728779916,21.759283049508305,2.2261245650986274,2.2326144455553822,0.44790537031181904,1.0029153267335096,1.5,other
c_concentrating_2,c,concentrating,2,5,0.20833333333333334,105.10090338653018,37.27432958308029,56.95620016009754,38.63682194386,2.819659120958087,1.5280274869370507,0.6544384891953167,0.541919225476392,1.0,other
c_concentrating_2,c,concentrating,2,6,0.25,117.72096846809188,28.991007469416385,65.19556398022432,38.717472285360984,4.060602881506612,2.2488202263754156,0.44467760840615145,0.5538143699344055,1.0,other
c_concentrating_2,c,concentrating,2,7,0.2916666666666667,88.14445996791444,39.14620323605015,79.17190340058319,26.845881820190094,2.251673283265982,2.022466979062556,0.4944456499673064,0.898206233601098,1.0,other
c_concentrating_2,c,concentrating,2,8,0.3333333333333333,65.36579286906111,31.109964876778562,50.29749902598133,22.84101740319104,2.1011207543294965,1.6167648927024323,0.6185191208157013,0.7694773798083632,1.0,other
c_concentrating_2,c,concentrating,2,9,0.375,32.37051947451813,14.987987906791037,43.98913825232127,20.386922227146094,2.159764184213886,2.934959550667228,0.34072019826394606,1.3589259290988283,1.0,other
c_concentrating_2,c,concentrating,2,10,0.4166666666666667,45.11368721497874,14.082744992609468,44.56818281497709,22.10135836742409,3.203472564379608,3.1647369059346158,0.3159820325426635,0.9879082284406909,2.5,other
c_concentrating_2,c,concentrating,2,11,0.4583333333333333,63.0166654800805,16.873799701586123,43.02885615714899,22.727679561852003,3.7345865539791245,2.5500395238841382,0.39215078457953945,0.6828170901989469,2.0,other
c_concentrating_2,c,concentrating,2,12,0.5,43.84780606524364,11.766350297882983,47.123346037915574,20.647747556704154,3.7265426368559496,4.004924623601769,0.2496925894951463,1.0747024826692144,2.0,other
c_concentrating_2,c,concentrating,2,13,0.5416666666666666,49.69271027359585,12.961209118438177,43.83774202849858,19.713351525583825,3.8339563708531395,3.382226274409576,0.2956632462961298,0.8821765161758888,1.5,other
c_concentrating_2,c,concentrating,2,14,0.5833333333333334,54.10996726459317,15.02915556558414,36.943105384263724,17.35968232078271,3.60033316765326,2.4580958805737034,0.4068189560476407,0.6827412259115785,2.0,other
c_concentrating_2,c,concentrating,2,15,0.625,98.2087044029738,38.45051010145797,80.96725648985706,46.27954852789048,2.554158687201653,2.1057524666437892,0.47488962536695,0.8244407354935572,1.0,other
c_concentrating_2,c,concentrating,2,16,0.6666666666666666,80.08700352000731,21.18536769368787,55.306318523378096,29.662154044085028,3.7802980188004502,2.610590447285769,0.3830551058055468,0.6905779476386763,1.0,other
c_concentrating_2,c,concentrating,2,17,0.7083333333333334,72.5687581319624,18.166986594027158,53.40796914642484,26.015246235276116,3.9945401928034205,2.939836437375036,0.3401549784493775,0.7359636642714116,1.0,other
c_concentrating_2,c,concentrating,2,18,0.75,53.467422837552206,16.459455838776655,49.45248890746177,23.0331884047573,3.2484319871370766,3.0045032710593738,0.332833719847276,0.9249087815156373,1.5,other
c_concentrating_2,c,concentrating,2,19,0.7916666666666666,85.66324844896214,21.974847446371726,45.7057504962664,26.670217190800187,3.898240870978425,2.0799120725551563,0.4807895550947534,0.5335514508709966,1.0,other
c_concentrating_2,c,concentrating,2,20,0.8333333333333334,88.49840041712325,36.75637324019071,72.67980085142972,32.710961407666474,2.4077021919114694,1.9773387427669025,0.505730241547128,0.8212555312736156,1.0,other
c_concentrating_2,c,concentrating,2,21,0.875,112.78651323238334,64.02987396193627,118.90333164938787,52.5547233014289,1.761467050511943,1.8569977463968166,0.5385036152791931,1.0542335979870354,1.0,other
c_neutral_1,c,neutral,1,0,0.0,29.34460338540023,12.1545507291695,14.653139125154272,5.008327566498529,2.414289432761724,1.2055681408271597,0.8294844282413468,0.4993469815456638,1.5,other
c_neutral_1,c,neutral,1,1,0.041666666666666664,27.675914612432635,11.064442068836094,12.466347148741793,5.121978771346618,2.501338471497276,1.1267036395675367,0.8875448386621264,0.4504402952284595,1.5,other
c_neutral_1,c,neutral,1,2,0.08333333333333333,19.64827752298504,10.47766333082188,14.382824623788222,4.36282626698069,1.875253756740417,1.3727129961771751,0.7284843975287393,0.7320145293633419,1.5,other
c_neutral_1,c,neutral,1,3,0.125,19.84139884492393,13.630668555108834,15.056424902096584,4.276862717355662,1.4556438493611004,1.1045991501607872,0.9053057843240585,0.7588388812590451,1.5,other
c_neutral_1,c,neutral,1,4,0.16666666666666666,31.222303992141494,13.873793805423018,15.284123181247834,3.9055633868321977,2.2504517819730934,1.1016541975183127,0.9077258564917119,0.4895257949283555,1.0,other
